Year	Period	TRADETYPE	FLOW	PARTENAIRE	HS2012	POIDNET	QUANTITE	VALEURINSAE	
2004	08	CG	ET	ZZ_Monde	4407	1662633.000	0.000	86675733.000	
2002	01	CG	I	ZZ_Monde	1511	1660496.000	0.000	505434976.000	
2014	12	CG	I	ZZ_Monde	7210	1660356.000		624631177.000	
2013	04	CG	ET	ZZ_Monde	1101	1660000.000		238800000.000	
2010	06	CG	I	ZZ_Monde	8703	1659911.000	1236.000	2796528380.000	
2010	07	CG	ET	ZZ_Monde	5201	1659839.000		946413778.000	
2008	09	CG	I	ZZ_Monde	1704	1659412.000	0.000	273330977.000	
2012	12	CG	I	ZZ_Monde	2711	1659311.000	1652311.000	83205914.000	
2014	07	CG	I	ZZ_Monde	7214	1658550.000		540102679.000	
2012	10	CG	I	ZZ_Monde	8703	1658064.000	1310.000	2573395587.000	
2013	10	CG	I	ZZ_Monde	8438	1657008.000	10507.000	2650836162.000	
2006	06	CG	I	ZZ_Monde	1101	1656657.000	0.000	214304057.000	
2007	05	CG	ET	ZZ_Monde	4407	1656399.000	0.000	51916497.000	
2002	09	CG	I	ZZ_Monde	7214	1656280.000	0.000	291562469.000	
2013	12	CG	ET	ZZ_Monde	4403	1655000.000		81600000.000	
2014	02	CG	I	ZZ_Monde	1902	1653636.000		236837752.000	
2002	10	CG	I	ZZ_Monde	2501	1650500.000	0.000	175272447.000	
2007	05	CG	I	ZZ_Monde	5208	1650429.000	0.000	2381046926.000	
2009	09	CG	I	ZZ_Monde	0402	1649778.000	0.000	481372136.000	
2008	02	CG	I	ZZ_Monde	6109	1649704.000	0.000	510626272.000	
2012	03	CG	I	ZZ_Monde	8703	1649319.000	1273.000	2759230416.000	
2011	03	CG	I	ZZ_Monde	2204	1648621.370	192974.000	319433872.000	
2009	12	CG	I	ZZ_Monde	2202	1646875.000	162474.000	530150152.000	
2009	03	CG	I	ZZ_Monde	2711	1646708.000	0.000	485927753.000	
2013	12	CG	I	ZZ_Monde	5208	1645619.300	24004.000	2168525231.000	
2010	04	CG	ET	ZZ_Monde	7215	1645000.000		565680000.000	
2011	10	CG	I	ZZ_Monde	3401	1644243.000		528768423.000	
2001	08	CG	I	ZZ_Monde	1005	1643903.000	0.000	441570953.000	
2007	10	CG	I	ZZ_Monde	5208	1643682.000	0.000	2552190991.000	
2006	10	CG	I	ZZ_Monde	6908	1643057.000	0.000	217024166.000	
2007	08	CG	I	ZZ_Monde	1902	1642627.000	0.000	344410179.000	
2007	02	CG	I	ZZ_Monde	5208	1641913.000	0.000	1717803610.000	
2008	07	CG	ET	ZZ_Monde	1516	1640920.000	0.000	1164984900.000	
2012	01	CG	I	ZZ_Monde	8703	1640846.000	1249.000	2332932473.000	
2010	07	CG	I	ZZ_Monde	3401	1640772.000		305336133.000	
2008	02	CG	ET	ZZ_Monde	7213	1640743.000	0.000	537005431.000	
2010	06	CG	I	ZZ_Monde	2002	1640049.000	7335.000	306200177.000	
2014	06	CG	ET	ZZ_Monde	4403	1640000.000		84000000.000	
2009	06	CG	ET	ZZ_Monde	0801	1639746.000	0.000	520890309.000	
2011	02	CG	I	ZZ_Monde	0801	1638780.000		9227470.000	
2007	12	CG	I	ZZ_Monde	4407	1638525.000	0.000	47189520.000	
2011	07	CG	I	ZZ_Monde	1902	1635893.000		298939707.000	
2005	03	CG	ET	ZZ_Monde	2306	1635830.000	0.000	57639203.000	
2013	04	CG	ET	ZZ_Monde	1512	1635540.000		1015486500.000	
2015	11	CG	I	ZZ_Monde	8711	1635485.000	8800.000	2672139805.000	
2010	11	CG	I	ZZ_Monde	8703	1634810.000	1181.000	2353871283.000	
2011	06	CG	I	ZZ_Monde	3401	1634737.000		376358790.000	
2014	01	CG	I	ZZ_Monde	8711	1631358.000	9706.000	2918032982.000	
2011	02	CG	ET	ZZ_Monde	7213	1630660.000		518579292.000	
2010	09	CG	I	ZZ_Monde	8703	1630606.000	1217.000	2197115108.000	
2013	10	CG	ET	ZZ_Monde	4406	1630440.000		79522000.000	
2014	07	CG	ET	ZZ_Monde	4406	1630000.000		85000000.000	
2009	01	CG	I	ZZ_Monde	5208	1629812.000	0.000	1882179551.000	
2001	12	CG	I	ZZ_Monde	1101	1629420.000	0.000	275643753.000	
2007	09	CG	ET	ZZ_Monde	1511	1629361.000	0.000	585004850.000	
2003	10	CG	ET	ZZ_Monde	1511	1627932.000	0.000	303063422.000	
2008	11	CG	I	ZZ_Monde	1902	1627261.000	0.000	378625496.000	
2011	05	CG	ET	ZZ_Monde	7213	1627000.000		621420306.000	
2009	09	CG	I	ZZ_Monde	2002	1626517.000	0.000	336777340.000	
2006	09	CG	ET	ZZ_Monde	1512	1626100.000	0.000	721052800.000	
2011	11	CG	I	ZZ_Monde	2002	1624850.400	33566.000	486330407.000	
2005	11	CG	I	ZZ_Monde	5208	1622823.000	21365.000	2082701045.000	
2010	12	CG	I	ZZ_Monde	2711	1621657.000	1621657.000	691126589.000	
2015	03	CG	I	ZZ_Monde	8704	1621394.000	367.000	2129992064.000	
2007	12	CG	I	ZZ_Monde	2002	1620440.000	0.000	291437836.000	
1999	04	CG	I	ZZ_Monde	7215	1619760.000	0.000	248737220.000	
2008	04	CG	I	ZZ_Monde	8703	1619604.000	38.000	3202274605.000	
2012	08	CG	I	ZZ_Monde	2711	1619473.000	1603264.000	270772040.000	
1998	02	CG	I	ZZ_Monde	0303	1619400.000	0.000	426262800.000	
2010	02	CG	I	ZZ_Monde	2002	1619138.400	10318.000	275366484.000	
2014	01	CG	I	ZZ_Monde	1107	1618685.000		693883125.000	
2000	10	CG	I	ZZ_Monde	1101	1618540.000	0.000	261322100.000	
2011	06	CG	I	ZZ_Monde	2204	1617916.000	124378.000	244422723.000	
2007	04	CG	ET	ZZ_Monde	7213	1617104.000	0.000	431874457.000	
2012	08	CG	I	ZZ_Monde	7010	1616823.000		639816718.000	
2004	09	CG	I	ZZ_Monde	5208	1616805.000	24729.000	2009307201.000	
2009	10	CG	I	ZZ_Monde	4818	1616009.000	0.000	32988487.000	
2013	07	CG	ET	ZZ_Monde	7215	1615000.000		354750081.000	
2007	11	CG	I	ZZ_Monde	4407	1614941.000	0.000	47044155.000	
2007	12	CG	I	ZZ_Monde	0801	1614897.000	0.000	8460348.000	
2014	03	CG	I	ZZ_Monde	1902	1614736.000		290560927.000	
2010	07	CG	I	ZZ_Monde	8703	1614541.000	1238.000	2494197551.000	
2002	06	CG	ET	ZZ_Monde	4407	1614000.000	0.000	284992326.000	
2003	01	CG	I	ZZ_Monde	0303	1611419.000	0.000	277184682.000	
2014	11	CG	ET	ZZ_Monde	2306	1607545.000		183701116.000	
2015	10	CG	ET	ZZ_Monde	1512	1606860.000		737073400.000	
2004	09	CG	I	ZZ_Monde	6908	1605568.000	0.000	191955479.000	
2001	09	CG	I	ZZ_Monde	7214	1604990.000	0.000	297001198.000	
2008	04	CG	I	ZZ_Monde	2002	1604638.000	0.000	106307204.000	
2008	10	CG	ET	ZZ_Monde	7214	1604600.000	0.000	356511511.000	
2010	11	CG	ET	ZZ_Monde	2306	1602898.000		165195326.000	
2008	07	CG	I	ZZ_Monde	8703	1602618.000	28.000	2668205788.000	
2007	12	CG	ET	ZZ_Monde	7213	1602392.000	0.000	502757446.000	
2008	07	CG	ET	ZZ_Monde	7215	1601000.000	0.000	734760000.000	
2007	05	CG	I	ZZ_Monde	1101	1600802.000	0.000	203986643.000	
2005	06	CG	I	ZZ_Monde	6908	1600768.000	0.000	209572582.000	
2015	06	CG	I	ZZ_Monde	0402	1600231.760		696951005.000	
2012	08	CG	ET	ZZ_Monde	2523	1600000.000		111864000.000	
2013	08	CG	ET	ZZ_Monde	4406	1600000.000		84088470.000	
2008	05	CG	I	ZZ_Monde	3105	1599830.000	0.000	2145000.000	
2009	10	CG	I	ZZ_Monde	0808	1599716.000	0.000	503242710.000	
2000	12	CG	I	ZZ_Monde	6309	1597758.000	0.000	911316688.000	
2008	07	CG	ET	ZZ_Monde	7214	1597000.000	0.000	330816978.000	
1999	01	CG	I	ZZ_Monde	7213	1596830.000	0.000	233670500.000	
2009	05	CG	I	ZZ_Monde	3923	1596506.000	0.000	322213666.000	
2008	11	CG	ET	ZZ_Monde	1516	1596420.000	0.000	1138905900.000	
2009	10	CG	I	ZZ_Monde	6109	1596237.000	0.000	455969490.000	
2005	12	CG	I	ZZ_Monde	1516	1595788.000	0.000	399288492.000	
2009	12	CG	I	ZZ_Monde	1101	1595621.000	0.000	283258129.000	
2000	08	CG	I	ZZ_Monde	2501	1595345.000	0.000	156723996.000	
2011	05	CG	ET	ZZ_Monde	1006	1595000.000	27601.000	79500000.000	
2002	09	CG	I	ZZ_Monde	6908	1593112.000	0.000	226875225.000	
1998	05	CG	I	ZZ_Monde	0207	1592806.000	0.000	650023299.000	
2015	10	CG	ET	ZZ_Monde	7213	1592800.000		401992285.000	
2010	10	CG	I	ZZ_Monde	2711	1592626.000	1592626.000	627622054.000	
2000	12	CG	ET	ZZ_Monde	2306	1592500.000	0.000	109766431.000	
2000	12	CG	I	ZZ_Monde	2002	1590822.000	0.000	785039291.000	
2014	07	CG	I	ZZ_Monde	8711	1590372.000	12883.000	2825387046.000	
2015	01	CG	I	ZZ_Monde	0402	1590235.520		729578853.000	
2010	04	CG	ET	ZZ_Monde	4403	1590000.000		259216860.000	
2005	08	CG	I	ZZ_Monde	2002	1589686.000	0.000	762529835.000	
2002	11	CG	ET	ZZ_Monde	4407	1589590.000	0.000	188108758.000	
2014	10	CG	I	ZZ_Monde	2002	1589393.000	69785.000	430864835.000	
2013	05	CG	I	ZZ_Monde	2501	1589223.000		80627606.000	
2013	03	CG	I	ZZ_Monde	3401	1588779.600		643369233.000	
2013	11	CG	ET	ZZ_Monde	5201	1588158.000		1274938997.000	
2014	12	CG	I	ZZ_Monde	2203	1588029.350		310605407.000	
2014	11	CG	ET	ZZ_Monde	4403	1588000.000		80500000.000	
2008	12	CG	ET	ZZ_Monde	7213	1587000.000	0.000	818211116.000	
2014	10	CG	I	ZZ_Monde	7210	1586947.000		629327080.000	
2000	10	CG	I	ZZ_Monde	0303	1585071.000	0.000	416499200.000	
2013	08	CG	I	ZZ_Monde	8703	1584035.000	1321.000	2270391537.000	
2006	01	CG	I	ZZ_Monde	1101	1583911.000	0.000	204317673.000	
2015	09	CG	I	ZZ_Monde	3923	1583746.900		345484841.000	
2008	11	CG	I	ZZ_Monde	3401	1583565.000	0.000	290962624.000	
2013	09	CG	ET	ZZ_Monde	4406	1582900.000		68750000.000	
2013	06	CG	I	ZZ_Monde	0808	1582549.000		472136876.000	
2011	11	CG	ET	ZZ_Monde	7213	1581000.000		589156556.000	
2013	02	CG	I	ZZ_Monde	1902	1580717.000		295672887.000	
2014	12	CG	ET	ZZ_Monde	4406	1580000.000		79000000.000	
2009	09	CG	I	ZZ_Monde	1902	1579805.000	0.000	257061973.000	
2014	05	CG	I	ZZ_Monde	1902	1579436.000		311800290.000	
2001	01	CG	I	ZZ_Monde	2002	1579242.000	0.000	847873050.000	
2005	04	CG	I	ZZ_Monde	2501	1579166.000	0.000	53293998.000	
2010	06	CG	I	ZZ_Monde	3923	1578793.000		451971468.000	
2009	01	CG	I	ZZ_Monde	1101	1577949.000	0.000	324618515.000	
2013	02	CG	I	ZZ_Monde	2711	1577752.000	1562619.000	392044395.000	
2001	12	CG	ET	ZZ_Monde	0802	1577243.000	0.000	268309274.000	
2007	08	CG	I	ZZ_Monde	6908	1576311.000	0.000	174996388.000	
2003	11	CG	I	ZZ_Monde	1701	1576000.000	0.000	322166132.000	
2008	07	CG	ET	ZZ_Monde	0801	1575780.000	0.000	454162073.000	
2011	09	CG	I	ZZ_Monde	2711	1575592.000	1575592.000	746972409.000	
2004	06	CG	I	ZZ_Monde	2501	1575071.000	0.000	63609297.000	
2000	02	CG	ET	ZZ_Monde	2523	1575000.000	0.000	66937500.000	
2015	12	CG	I	ZZ_Monde	3402	1574113.000		461300751.150	
2012	06	CG	ET	ZZ_Monde	4403	1574097.000		61236000.000	
2013	11	CG	I	ZZ_Monde	3401	1573138.000		326167383.000	
2011	08	CG	I	ZZ_Monde	1902	1573080.000		380893461.000	
2010	10	CG	I	ZZ_Monde	2002	1571890.000	1345.000	224432500.000	
2008	04	CG	I	ZZ_Monde	4407	1570492.000	0.000	46074324.000	
2010	08	CG	ET	ZZ_Monde	7204	1569690.000		73484500.000	
2014	12	CG	ET	ZZ_Monde	7214	1569000.000		382688422.000	
2015	07	CG	I	ZZ_Monde	8711	1568825.000	9490.000	2481288693.000	
2010	09	CG	I	ZZ_Monde	2002	1568450.000	21660.000	220589869.000	
2010	01	CG	I	ZZ_Monde	6109	1568408.400	14188.000	482398625.000	
2012	12	CG	I	ZZ_Monde	0808	1568344.000		564238408.000	
2008	11	CG	I	ZZ_Monde	8703	1568168.000	2.000	2201975215.000	
2009	07	CG	I	ZZ_Monde	0402	1568138.000	0.000	643892904.000	
2015	04	CG	I	ZZ_Monde	8704	1567958.000	348.000	1806322604.000	
2015	07	CG	I	ZZ_Monde	2202	1567635.000	399521.000	449541897.000	
2003	06	CG	I	ZZ_Monde	6908	1567277.000	0.000	180326083.000	
2006	03	CG	I	ZZ_Monde	4012	1567253.000	144039.000	523859630.000	
2011	03	CG	I	ZZ_Monde	3401	1566964.000		211191857.000	
2011	08	CG	I	ZZ_Monde	1107	1566673.000		670967141.000	
2012	02	CG	I	ZZ_Monde	8703	1566520.000	1149.000	2377851473.000	
1998	02	CG	I	ZZ_Monde	0207	1566068.000	0.000	474450700.000	
2012	05	CG	I	ZZ_Monde	2202	1564886.000	1133230.000	486330484.000	
2006	06	CG	I	ZZ_Monde	7213	1563700.000	0.000	411411671.000	
2012	11	CG	I	ZZ_Monde	5208	1563501.700	19165.000	3173824994.000	
2002	10	CG	I	ZZ_Monde	0207	1562396.000	0.000	426285802.000	
2002	06	CG	I	ZZ_Monde	0303	1562180.000	0.000	459100977.000	
2002	01	CG	I	ZZ_Monde	5209	1561996.000	0.000	2007936650.000	
2010	10	CG	I	ZZ_Monde	1516	1561927.000		326504668.000	
2015	01	CG	I	ZZ_Monde	8711	1561917.000	10055.000	2569510479.000	
2012	01	CG	I	ZZ_Monde	1103	1561800.000		542022240.000	
2005	02	CG	I	ZZ_Monde	1701	1561369.000	0.000	287417964.000	
2008	09	CG	I	ZZ_Monde	1902	1561027.000	0.000	535496304.000	
2008	10	CG	I	ZZ_Monde	1701	1560565.000	0.000	415436532.000	
2014	10	CG	I	ZZ_Monde	8704	1560398.000	276.000	1945008618.000	
2000	06	CG	I	ZZ_Monde	1516	1559989.000	0.000	944689518.000	
2014	02	CG	I	ZZ_Monde	5208	1558975.800	25307.000	2037185877.000	
2006	08	CG	ET	ZZ_Monde	1512	1558940.000	0.000	669450400.000	
2005	07	CG	ET	ZZ_Monde	1512	1558750.000	0.000	668616500.000	
2008	06	CG	I	ZZ_Monde	6908	1558665.000	0.000	239316036.000	
2008	12	CG	ET	ZZ_Monde	1006	1557500.000	34500.000	250125000.000	
2014	01	CG	I	ZZ_Monde	5208	1556600.300	25733.000	1775971216.000	
2013	04	CG	I	ZZ_Monde	8703	1556026.000	1232.000	2837615776.000	
2003	09	CG	I	ZZ_Monde	5208	1555608.000	38799.000	2042186357.000	
2015	04	CG	I	ZZ_Monde	8711	1555442.000	11268.000	2992136726.000	
2012	03	CG	I	ZZ_Monde	5208	1554627.500	28194.000	2577215738.000	
2012	07	CG	I	ZZ_Monde	2002	1553661.000	51039.000	403797650.000	
2011	10	CG	I	ZZ_Monde	3402	1553564.000		323558412.000	
2003	10	CG	I	ZZ_Monde	5208	1553224.000	13384.000	2503843540.000	
2010	05	CG	ET	ZZ_Monde	1511	1553033.000		594991035.000	
2009	01	CG	I	ZZ_Monde	1701	1552861.000	0.000	310260638.000	
2009	11	CG	I	ZZ_Monde	0402	1551907.000	0.000	385441288.000	
2009	01	CG	I	ZZ_Monde	6109	1551202.000	0.000	557366306.000	
2009	07	CG	ET	ZZ_Monde	1516	1550820.000	0.000	776607800.000	
2000	10	CG	I	ZZ_Monde	3105	1550000.000	0.000	229400000.000	
2010	03	CG	I	ZZ_Monde	2711	1549860.000	1549860.000	676064429.000	
2015	06	CG	ET	ZZ_Monde	4403	1549000.000	6797.000	435183742.000	
2007	08	CG	I	ZZ_Monde	6109	1548862.000	0.000	509496688.000	
2010	04	CG	I	ZZ_Monde	8703	1548831.820	1154.000	2114970588.000	
2012	01	CG	I	ZZ_Monde	8711	1548414.000	14304.000	2666057817.000	
2000	09	CG	I	ZZ_Monde	1101	1548034.000	0.000	261481600.000	
2004	12	CG	ET	ZZ_Monde	1512	1547920.000	0.000	609914200.000	
2013	04	CG	I	ZZ_Monde	1902	1547547.000		339516936.000	
2012	06	CG	I	ZZ_Monde	1902	1546692.000		384175207.000	
2010	05	CG	I	ZZ_Monde	3923	1546661.000		279505413.000	
2001	11	CG	I	ZZ_Monde	7214	1545660.000	0.000	281728546.000	
2004	12	CG	I	ZZ_Monde	0303	1545500.000	0.000	342207027.000	
2014	07	CG	I	ZZ_Monde	3105	1545430.000		319781516.000	
2015	05	CG	I	ZZ_Monde	2002	1545329.000		321225007.000	
2004	12	CG	I	ZZ_Monde	5208	1545035.000	195008.000	1559226865.000	
2009	10	CG	ET	ZZ_Monde	0207	1544360.000	0.000	1273281700.000	
2003	11	CG	I	ZZ_Monde	7214	1544000.000	0.000	301884324.000	
2014	02	CG	I	ZZ_Monde	2711	1543104.000	1466744.000	514710400.000	
2013	02	CG	I	ZZ_Monde	7210	1542877.000		552490830.000	
2001	07	CG	I	ZZ_Monde	0303	1542850.000	0.000	441566100.000	
2014	02	CG	I	ZZ_Monde	2501	1542765.000		77866906.000	
2005	05	CG	I	ZZ_Monde	1511	1542312.000	0.000	392856386.000	
2000	07	CG	I	ZZ_Monde	6908	1542003.000	0.000	232079712.000	
2000	07	CG	I	ZZ_Monde	2002	1541456.000	0.000	793395500.000	
2004	02	CG	I	ZZ_Monde	6908	1541311.000	0.000	185999427.000	
2009	05	CG	I	ZZ_Monde	6109	1540437.000	0.000	388412196.000	
2015	09	CG	I	ZZ_Monde	0402	1540084.000		703210680.000	
2002	02	CG	I	ZZ_Monde	7213	1540069.000	0.000	242554984.000	
2006	07	CG	I	ZZ_Monde	0801	1539480.000	0.000	3080000.000	
2016	01	CG	I	ZZ_Monde	8711	1539035.000	10314.000	2424781133.000	
2013	11	CG	I	ZZ_Monde	1103	1539000.000		363852813.000	
2012	08	CG	I	ZZ_Monde	5208	1538695.000	17683.000	2535045673.000	
1998	07	CG	I	ZZ_Monde	2710	1538649.000	0.000	348304274.000	
1999	05	CG	I	ZZ_Monde	4407	1536870.000	0.000	41768800.000	
2008	11	CG	I	ZZ_Monde	5208	1536705.000	0.000	2063268426.000	
2014	10	CG	ET	ZZ_Monde	7213	1536630.000		433457800.000	
2007	08	CG	I	ZZ_Monde	5208	1536519.000	0.000	1876913912.000	
2001	11	CG	I	ZZ_Monde	6908	1536504.000	0.000	217514241.000	
2011	04	CG	I	ZZ_Monde	6908	1536343.000		174765956.000	
2007	04	CG	I	ZZ_Monde	0402	1534728.000	0.000	771051260.000	
2009	07	CG	I	ZZ_Monde	3402	1534665.000	0.000	200186659.000	
2004	06	CG	I	ZZ_Monde	7214	1533370.000	0.000	397622424.000	
2002	06	CG	I	ZZ_Monde	1701	1532449.000	0.000	421500698.000	
2007	12	CG	I	ZZ_Monde	6109	1532243.000	0.000	527218014.000	
2000	11	CG	I	ZZ_Monde	2501	1531877.000	0.000	75106040.000	
2012	07	CG	I	ZZ_Monde	1107	1531527.000		668519515.000	
2009	03	CG	I	ZZ_Monde	6109	1530587.000	0.000	416938920.000	
1999	03	CG	I	ZZ_Monde	7215	1530160.000	0.000	214673700.000	
2007	11	CG	I	ZZ_Monde	1101	1530025.000	0.000	194039756.000	
2013	06	CG	I	ZZ_Monde	3401	1528074.000		544845546.000	
2008	07	CG	I	ZZ_Monde	0808	1528025.000	0.000	466391144.000	
2008	03	CG	I	ZZ_Monde	1902	1527015.000	0.000	416099998.000	
2010	11	CG	ET	ZZ_Monde	7214	1525000.000		483742256.000	
2013	06	CG	ET	ZZ_Monde	7215	1524996.100		341875079.000	
2014	02	CG	I	ZZ_Monde	2202	1524848.000	290548.000	349611508.000	
2007	11	CG	I	ZZ_Monde	3401	1524735.000	0.000	267427840.000	
1998	02	CG	I	ZZ_Monde	2002	1524100.000	0.000	600313800.000	
2016	01	CG	ET	ZZ_Monde	2306	1523796.000		200908478.000	
2009	03	CG	ET	ZZ_Monde	7204	1522030.000	0.000	66651500.000	
2001	04	CG	I	ZZ_Monde	3105	1522000.000	0.000	227079577.000	
2001	04	CG	I	ZZ_Monde	7214	1521240.000	0.000	345266235.000	
2005	09	CG	ET	ZZ_Monde	1101	1520000.000	0.000	325216805.000	
2012	12	CG	I	ZZ_Monde	2202	1519788.000	1380450.000	445019015.000	
1999	10	CG	I	ZZ_Monde	0303	1519717.000	0.000	386432100.000	
2013	01	CG	I	ZZ_Monde	8703	1519067.000	1159.000	2834117192.000	
2009	11	CG	ET	ZZ_Monde	5201	1517526.000	0.000	1060643697.000	
2014	05	CG	I	ZZ_Monde	1103	1517281.000		332164461.000	
2001	10	CG	I	ZZ_Monde	1902	1517055.000	0.000	388674882.000	
2011	05	CG	I	ZZ_Monde	7215	1517040.000		550257277.000	
2014	06	CG	I	ZZ_Monde	2711	1516975.000	1516959.000	530969385.000	
2016	02	CG	ET	ZZ_Monde	4407	1515900.000	238.000	194424287.000	
1998	03	CG	I	ZZ_Monde	1701	1515689.000	0.000	374413100.000	
2001	08	CG	I	ZZ_Monde	7214	1515362.000	0.000	299719178.000	
2014	09	CG	I	ZZ_Monde	6405	1514573.000	69040.000	541754760.000	
2004	04	CG	ET	ZZ_Monde	7204	1514194.000	0.000	33075534.000	
2003	08	CG	I	ZZ_Monde	7214	1513014.000	0.000	307317867.000	
2013	08	CG	I	ZZ_Monde	2202	1511904.000	423465.000	332214735.000	
2013	10	CG	I	ZZ_Monde	1901	1511670.600		588473228.000	
1998	05	CG	I	ZZ_Monde	1005	1511501.000	0.000	183099691.000	
2010	04	CG	I	ZZ_Monde	2711	1511257.000	1500622.000	641811052.000	
2008	04	CG	ET	ZZ_Monde	2306	1511089.000	0.000	151151136.000	
2008	09	CG	ET	ZZ_Monde	7215	1511000.000	0.000	786970000.000	
2014	06	CG	I	ZZ_Monde	2002	1510872.000	31584.000	329166656.000	
2013	12	CG	I	ZZ_Monde	2203	1508956.000		289889620.000	
2005	09	CG	I	ZZ_Monde	6109	1508383.000	425.000	700092529.000	
2016	02	CG	I	ZZ_Monde	1103	1506340.000		393349493.000	
2014	01	CG	I	ZZ_Monde	2501	1505466.000		77814606.000	
2002	01	CG	ET	ZZ_Monde	2710	1505074.000	0.000	256696973.000	
2009	12	CG	I	ZZ_Monde	7210	1505021.000	0.000	631366603.000	
2014	08	CG	I	ZZ_Monde	2202	1504876.000	366782.000	337717364.000	
2011	12	CG	I	ZZ_Monde	5208	1504832.000	22197.000	3089949507.000	
2003	11	CG	I	ZZ_Monde	2501	1504690.000	0.000	82747748.000	
2014	07	CG	I	ZZ_Monde	1103	1504469.000		356474528.000	
2006	09	CG	I	ZZ_Monde	2501	1504374.000	0.000	61563355.000	
2002	03	CG	ET	ZZ_Monde	0207	1503755.000	0.000	691043374.000	
2015	01	CG	I	ZZ_Monde	8704	1503657.000	360.000	2330284546.000	
2008	10	CG	I	ZZ_Monde	0801	1503582.000	0.000	8154400.000	
2013	12	CG	I	ZZ_Monde	2202	1503558.000	12716264.000	338517360.000	
2009	10	CG	I	ZZ_Monde	1107	1503000.000	0.000	755231669.000	
2009	04	CG	I	ZZ_Monde	1107	1503000.000	0.000	775668098.000	
2013	03	CG	I	ZZ_Monde	8711	1502786.000	16417.000	2639177559.000	
2012	11	CG	ET	ZZ_Monde	1902	1502650.000		627268500.000	
2013	05	CG	I	ZZ_Monde	2711	1502067.000	1485426.000	466757332.000	
2012	11	CG	I	ZZ_Monde	8703	1501712.000	1159.000	2580878961.000	
2008	12	CG	I	ZZ_Monde	1704	1500241.000	0.000	273237655.000	
1998	03	CG	ET	ZZ_Monde	1701	1500000.000	0.000	314145000.000	
2015	01	CG	ET	ZZ_Monde	4406	1500000.000	89.000	75000000.000	
2008	05	CG	ET	ZZ_Monde	7214	1500000.000	0.000	394008257.000	
1998	01	CG	I	ZZ_Monde	1701	1500000.000	0.000	316500000.000	
2010	08	CG	ET	ZZ_Monde	4403	1500000.000		152905680.000	
2011	07	CG	I	ZZ_Monde	1107	1499640.000		641652157.000	
2000	05	CG	I	ZZ_Monde	1101	1495887.000	0.000	221662400.000	
2015	11	CG	I	ZZ_Monde	1103	1495782.000		390296669.900	
2006	04	CG	I	ZZ_Monde	6908	1495708.000	0.000	180300371.000	
2009	02	CG	I	ZZ_Monde	6109	1495621.000	0.000	404125920.000	
2015	06	CG	I	ZZ_Monde	8701	1494256.000	206.000	1230470709.000	
2008	11	CG	I	ZZ_Monde	2711	1494172.000	0.000	251816916.000	
2011	12	CG	I	ZZ_Monde	2202	1492920.930	259451.000	577630251.000	
2011	03	CG	I	ZZ_Monde	1107	1492685.000		643865834.000	
2009	02	CG	I	ZZ_Monde	0801	1492281.000	0.000	8273655.000	
2005	01	CG	ET	ZZ_Monde	2306	1492120.000	0.000	76339969.000	
2010	12	CG	I	ZZ_Monde	0808	1491947.000		473581943.000	
2012	01	CG	I	ZZ_Monde	2002	1491255.000	1.000	528086081.000	
2015	02	CG	I	ZZ_Monde	3304	1490168.500		325543289.000	
2015	08	CG	I	ZZ_Monde	3402	1489174.000		464340457.000	
2015	05	CG	I	ZZ_Monde	2203	1488177.970	292378.000	266191263.000	
2012	11	CG	I	ZZ_Monde	2501	1488063.000		62700894.000	
2015	03	CG	ET	ZZ_Monde	7213	1488000.000		337259293.000	
2007	08	CG	I	ZZ_Monde	0808	1487848.000	0.000	458675070.000	
2002	06	CG	ET	ZZ_Monde	3105	1487150.000	0.000	249159393.000	
2010	07	CG	ET	ZZ_Monde	7214	1487000.000		445635945.000	
2009	02	CG	I	ZZ_Monde	5208	1486736.000	0.000	1747042978.000	
2005	08	CG	I	ZZ_Monde	5208	1485389.000	23048.000	1868474410.000	
2014	10	CG	I	ZZ_Monde	3923	1485190.800		733617901.000	
2007	10	CG	I	ZZ_Monde	0808	1484596.000	0.000	457486068.000	
2007	11	CG	I	ZZ_Monde	0808	1481860.000	0.000	444628212.000	
2014	07	CG	I	ZZ_Monde	8704	1481129.000	279.000	1708063068.000	
2015	04	CG	ET	ZZ_Monde	4403	1481000.000	7983.000	513291719.000	
2010	04	CG	ET	ZZ_Monde	2306	1480830.000		134529099.000	
2005	08	CG	ET	ZZ_Monde	1101	1480000.000	0.000	318816805.000	
2005	10	CG	ET	ZZ_Monde	1101	1480000.000	0.000	318816805.000	
2010	07	CG	I	ZZ_Monde	7210	1479581.000		706817247.000	
2012	12	CG	ET	ZZ_Monde	7214	1479003.000		570224783.000	
2008	02	CG	ET	ZZ_Monde	1006	1477388.000	0.000	213863755.000	
2011	06	CG	I	ZZ_Monde	2501	1477216.000		82400706.000	
2013	09	CG	I	ZZ_Monde	5208	1475293.700	20230.000	2073558235.000	
2006	10	CG	I	ZZ_Monde	2002	1472576.000	0.000	494945954.000	
2006	09	CG	ET	ZZ_Monde	5201	1471362.000	0.000	915295431.000	
2007	12	CG	ET	ZZ_Monde	7215	1470613.000	0.000	525992615.000	
2016	01	CG	I	ZZ_Monde	3923	1470222.000		1189738107.000	
2012	10	CG	I	ZZ_Monde	7210	1469645.000		505075009.000	
2008	04	CG	I	ZZ_Monde	0801	1468717.000	0.000	7350570.000	
